Season,DayNum,WinnerTeamID,WinnerScore,LoserTeamID,LoserScore,WinnerLocation,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,EstimatedPossessions,GameDateLabel
2026,34,1233,81,1357,69,A,0,28,61,10,31,15,18,7,22,17,9,11,0,13,23,56,13,35,10,14,10,23,17,20,4,3,18,72.1,2026-Day034
2026,34,1242,80,1281,60,H,0,26,57,9,21,19,26,10,28,17,9,5,7,19,21,61,7,27,11,21,13,19,12,10,6,3,20,68.1625,2026-Day034
2026,34,1252,92,1105,58,H,0,37,62,10,26,8,13,6,26,24,4,5,6,15,19,56,5,14,15,21,11,21,5,12,0,2,15,66.57499999999999,2026-Day034
2026,34,1265,80,1264,68,H,0,31,72,8,32,10,15,13,30,22,12,2,2,20,22,58,6,19,18,24,7,28,6,14,8,2,19,77.2625,2026-Day034
2026,34,1298,61,1102,56,H,0,21,53,5,15,14,15,5,28,15,8,5,4,16,21,53,6,25,8,14,5,26,11,11,4,5,17,64.3875,2026-Day034
2026,34,1304,71,1166,50,H,0,24,55,10,27,13,20,7,31,11,8,7,2,14,16,52,8,33,10,17,7,24,9,11,2,3,19,64.7875,2026-Day034
2026,34,1305,78,1450,64,A,0,25,60,10,20,18,21,11,19,8,6,7,2,20,20,51,7,24,17,22,9,20,9,13,3,6,18,65.2125,2026-Day034
2026,34,1314,81,1207,61,H,0,29,60,9,28,14,21,6,36,15,9,2,4,15,24,72,4,23,9,12,11,22,9,4,6,2,17,71.8375,2026-Day034
2026,34,1318,73,1148,56,H,0,26,56,9,25,12,14,5,37,15,10,5,5,17,21,63,4,17,10,17,7,24,9,8,6,5,10,69.86250000000001,2026-Day034
2026,34,1322,76,1368,68,A,0,25,49,5,13,21,27,10,22,9,15,7,0,21,22,50,3,19,21,30,5,16,9,10,7,3,25,68.0375,2026-Day034
2026,34,1346,72,1351,58,H,0,30,70,6,18,6,9,13,26,18,8,9,5,11,24,62,6,14,4,8,11,26,9,11,7,9,11,67.5375,2026-Day034
2026,34,1347,89,1384,56,H,0,33,62,13,31,10,14,10,29,19,11,6,4,14,21,61,9,28,5,7,8,20,11,14,9,1,15,69.98750000000001,2026-Day034
2026,34,1359,93,1165,90,H,0,32,58,6,21,23,33,5,28,18,11,4,5,17,32,76,13,37,13,18,15,23,19,9,7,1,26,79.1125,2026-Day034
2026,34,1362,65,1280,62,N,0,26,61,7,29,6,10,11,31,12,6,3,6,11,26,67,8,28,2,8,12,27,8,5,5,2,8,62.275,2026-Day034
2026,34,1370,75,1431,68,H,0,24,51,10,23,17,24,9,21,12,12,9,5,14,27,57,5,19,9,13,8,21,8,13,7,3,20,66.7875,2026-Day034
2026,34,1372,96,1419,76,H,0,38,69,12,28,8,13,10,30,23,8,6,4,18,26,66,5,22,19,24,11,17,10,9,4,2,10,74.2875,2026-Day034
2026,34,1373,74,1145,52,H,0,26,59,11,33,11,18,9,26,20,6,6,7,13,17,54,4,20,14,19,11,24,7,14,2,0,14,65.2875,2026-Day034
2026,34,1374,93,1401,80,N,1,31,66,5,22,26,28,7,28,17,10,9,4,26,25,71,8,34,22,34,13,24,21,16,6,3,24,86.225,2026-Day034
2026,34,1387,107,1141,65,H,0,40,69,11,29,16,22,13,27,26,4,10,2,17,21,53,7,21,16,23,9,17,17,12,4,3,15,68.6875,2026-Day034
2026,34,1388,70,1172,61,A,0,28,61,3,11,11,17,16,30,5,11,6,2,16,23,58,7,23,8,15,8,20,9,8,7,3,16,64.6,2026-Day034
2026,34,1389,71,1310,43,H,0,26,55,8,20,11,14,10,21,13,9,13,1,17,14,45,3,16,12,14,8,19,8,15,5,2,11,59.65,2026-Day034
2026,34,1395,65,1317,55,A,0,24,54,3,17,14,22,12,23,8,15,10,4,13,20,47,3,13,12,17,4,18,8,14,9,3,16,66.2625,2026-Day034
2026,34,1403,82,1261,58,N,0,28,60,13,27,13,18,11,34,13,13,6,4,16,21,63,4,24,12,19,9,23,6,9,9,3,17,71.2875,2026-Day034
2026,34,1404,74,1106,64,H,0,27,63,9,29,11,23,18,22,15,11,10,5,17,23,51,7,18,11,19,5,24,12,13,5,5,21,67.475,2026-Day034
2026,34,1410,63,1122,50,H,0,24,55,6,25,9,11,11,33,14,19,5,4,17,18,57,2,15,12,19,8,18,14,11,12,2,11,68.625,2026-Day034
2026,34,1416,86,1406,61,H,0,31,56,5,17,19,21,8,18,13,8,4,3,15,25,55,5,21,6,13,9,12,7,12,3,2,16,65.07499999999999,2026-Day034
2026,34,1424,75,1390,74,A,0,28,58,3,10,16,27,9,21,7,14,10,4,19,24,63,9,30,17,27,16,25,10,15,11,5,17,75.325,2026-Day034
2026,34,1429,79,1150,53,A,0,29,58,5,21,16,19,8,19,17,6,12,1,20,18,51,6,27,11,20,12,19,8,18,0,4,15,65.7625,2026-Day034
2026,34,1460,86,1453,58,H,0,30,58,6,27,20,25,8,21,16,8,14,4,17,21,48,3,12,13,18,5,19,8,18,5,2,20,69.7125,2026-Day034
2026,34,1463,80,1227,66,H,0,24,56,9,20,23,28,11,28,15,7,3,4,16,22,65,7,23,15,17,14,19,8,7,4,8,23,65.6875,2026-Day034
2026,34,1467,74,1193,63,H,0,22,47,8,20,22,27,4,20,13,9,10,7,17,23,59,7,19,10,16,15,21,9,12,5,1,19,64.2125,2026-Day034
2026,34,1472,88,1451,65,H,0,33,58,9,27,13,17,3,24,19,9,14,5,16,23,55,7,20,12,20,9,20,11,16,6,3,18,71.7875,2026-Day034
2026,34,1477,75,1146,68,H,0,23,55,10,32,19,25,7,31,15,14,4,5,18,29,60,5,21,5,15,2,26,17,12,9,0,20,75.5,2026-Day034
2026,35,1149,84,1354,44,H,0,24,57,12,32,24,30,9,30,12,9,6,3,22,16,54,3,10,9,24,10,18,3,14,5,1,21,70.325,2026-Day035
2026,35,1243,108,1290,49,H,0,38,66,19,36,13,16,11,30,30,14,13,6,15,16,62,4,18,13,16,9,16,11,18,8,4,12,77.6,2026-Day035
2026,35,1309,84,1230,83,H,0,28,48,7,14,21,26,6,21,19,16,8,8,18,28,59,12,27,15,21,6,13,19,11,9,2,20,72.1625,2026-Day035
2026,35,1335,74,1248,72,H,0,28,66,6,19,12,19,13,23,18,9,6,2,15,27,59,8,21,10,13,5,26,15,12,5,5,16,71.6,2026-Day035
2026,35,1379,68,1212,60,H,0,27,56,3,16,11,14,8,20,14,16,12,7,19,19,51,7,13,15,25,12,17,10,18,8,1,17,69.7625,2026-Day035
2026,35,1400,95,1380,69,H,0,29,51,8,20,29,32,9,25,17,13,5,4,23,24,59,5,12,16,25,10,14,10,14,7,1,24,72.5375,2026-Day035
2026,36,1113,73,1319,48,H,0,26,52,6,19,15,22,8,30,15,13,6,4,10,17,51,5,26,9,10,3,18,8,12,10,4,20,66.1,2026-Day036
2026,36,1137,51,1351,38,A,0,20,53,5,24,6,8,5,25,10,11,9,2,13,16,47,3,13,3,9,6,23,3,15,7,5,12,61.537499999999994,2026-Day036
2026,36,1138,83,1420,79,A,0,30,55,7,17,16,18,8,18,13,10,10,0,10,31,59,9,26,8,8,6,15,15,11,4,0,15,66.675,2026-Day036
2026,36,1140,67,1155,64,N,0,25,62,5,23,12,14,12,17,12,9,8,7,12,21,58,9,29,13,15,14,17,15,11,7,5,14,63.8875,2026-Day036
2026,36,1161,76,1171,55,H,0,33,54,7,18,3,3,4,24,13,11,13,1,14,21,52,9,29,4,8,6,16,12,15,4,2,12,63.6125,2026-Day036
2026,36,1163,77,1196,73,N,0,29,58,8,18,11,16,3,20,18,8,3,3,20,25,59,4,15,19,27,13,23,14,9,3,7,19,69.2125,2026-Day036
2026,36,1177,92,1288,49,H,0,26,46,11,22,29,37,5,23,21,8,11,6,21,11,55,3,16,24,31,14,17,8,18,5,2,24,70.15,2026-Day036
2026,36,1224,73,1299,69,N,0,24,54,6,14,19,28,9,21,15,13,8,8,22,27,63,4,16,11,15,14,21,6,13,6,9,20,70.2125,2026-Day036
2026,36,1228,88,1326,80,A,0,24,54,11,27,29,32,8,25,12,9,0,3,21,28,61,9,28,15,21,4,20,11,6,3,2,27,71.5875,2026-Day036
2026,36,1231,113,1336,72,H,0,42,61,17,31,12,15,3,24,30,10,8,1,20,26,56,5,16,15,22,4,13,6,14,6,0,18,75.7875,2026-Day036
2026,36,1246,103,1300,67,H,0,39,64,12,29,13,14,7,28,27,9,9,5,16,24,57,6,19,13,17,4,17,16,13,7,0,12,73.36250000000001,2026-Day036
2026,36,1270,66,1348,64,A,0,24,60,6,21,12,19,11,15,8,9,15,3,24,18,39,5,18,23,27,4,23,8,21,5,5,15,67.92500000000001,2026-Day036
2026,36,1276,89,1437,61,H,0,33,69,9,33,14,25,12,35,17,12,9,5,12,21,62,10,37,9,14,5,25,6,14,10,3,21,79.2625,2026-Day036
2026,36,1344,86,1135,79,H,0,30,65,8,26,18,21,12,29,16,14,6,4,18,28,65,8,21,15,20,5,23,17,9,9,2,19,77.7375,2026-Day036
2026,36,1355,68,1123,64,A,0,26,57,8,19,8,11,11,21,18,11,2,5,15,22,61,6,27,14,20,12,18,18,7,10,3,17,63.8625,2026-Day036
2026,36,1363,89,1253,83,H,1,30,54,9,20,20,27,4,13,12,11,9,4,15,32,67,7,24,12,14,14,19,11,14,8,3,18,73.73750000000001,2026-Day036
2026,36,1386,87,1164,65,H,0,26,53,14,36,21,24,7,26,22,9,8,4,12,25,57,4,18,11,13,6,20,15,10,7,2,17,66.7875,2026-Day036
2026,36,1392,77,1162,73,H,1,28,67,7,21,14,21,8,24,16,15,9,5,15,25,69,8,31,15,19,14,28,16,18,11,7,17,83.0,2026-Day036
2026,36,1425,94,1360,81,A,0,29,47,9,16,27,35,4,27,15,21,6,6,20,26,66,9,30,20,24,9,19,14,14,12,3,25,81.5125,2026-Day036
2026,36,1438,84,1271,60,H,0,30,62,13,31,11,15,9,23,16,7,11,7,12,25,54,3,12,7,8,5,21,11,13,6,3,12,66.4625,2026-Day036
2026,36,1440,86,1259,70,H,0,31,59,13,32,11,16,8,21,20,5,10,2,19,25,57,8,21,12,23,11,20,18,11,3,3,15,65.7625,2026-Day036
2026,36,1452,90,1114,58,H,0,33,59,15,30,9,17,13,24,22,10,9,1,12,21,58,6,18,10,16,10,14,11,11,7,2,12,65.3375,2026-Day036
2026,36,1461,106,1377,79,H,0,40,64,9,19,17,21,9,23,21,11,10,1,25,23,53,8,19,25,33,7,15,6,14,5,1,16,75.82499999999999,2026-Day036
2026,37,1124,97,1313,67,H,0,36,68,8,21,17,21,13,26,23,11,7,10,20,23,60,3,12,18,26,5,19,7,11,7,1,20,77.1625,2026-Day037
2026,37,1129,86,1182,64,H,0,28,60,12,21,18,20,5,27,16,8,6,0,18,24,58,5,25,11,18,5,23,10,11,2,6,18,72.525,2026-Day037
2026,37,1169,89,1201,87,H,0,33,60,10,25,13,14,7,21,20,13,4,3,15,30,60,13,29,14,16,6,17,16,11,8,1,12,72.625,2026-Day037
2026,37,1174,70,1203,58,A,0,25,49,9,20,11,13,4,27,16,15,4,7,15,18,62,8,28,14,22,15,16,15,12,11,7,12,67.8125,2026-Day037
2026,37,1184,68,1183,59,A,0,24,57,8,32,12,13,11,20,17,9,4,2,13,21,53,5,15,12,14,6,19,14,11,5,1,13,62.9125,2026-Day037
2026,37,1200,75,1192,54,H,0,28,58,10,23,9,13,11,30,15,11,8,2,11,20,55,8,28,6,9,6,21,15,11,3,6,17,64.225,2026-Day037
2026,37,1222,80,1238,38,H,0,31,65,11,33,7,13,18,20,19,11,11,4,12,13,44,9,28,3,5,5,18,6,24,7,2,18,64.775,2026-Day037
2026,37,1233,69,1136,63,H,0,25,61,11,25,8,9,4,23,18,7,12,0,8,22,56,15,36,4,4,8,27,20,17,4,9,11,67.5875,2026-Day037
2026,37,1236,80,1185,65,H,0,28,56,5,14,19,23,6,27,11,7,7,5,19,25,50,8,22,7,15,3,19,14,11,1,4,18,66.525,2026-Day037
2026,37,1263,69,1131,59,A,0,25,46,7,12,12,15,5,20,11,13,9,4,15,20,56,9,35,10,16,16,16,11,14,7,3,11,61.3625,2026-Day037
2026,37,1267,77,1443,61,H,0,29,67,9,23,10,15,10,32,15,8,5,9,19,20,65,6,24,15,21,15,26,8,11,4,2,16,71.55,2026-Day037
2026,37,1269,76,1130,74,N,0,28,62,7,16,13,24,14,24,16,14,5,5,25,22,58,3,23,27,35,11,21,12,9,8,7,19,73.0125,2026-Day037
2026,37,1275,90,1421,87,A,1,31,62,10,26,18,24,4,25,17,3,4,0,19,30,62,10,22,17,22,2,28,20,11,1,3,21,76.92500000000001,2026-Day037
2026,37,1301,85,1251,45,H,0,31,60,10,24,13,19,8,31,17,8,9,3,18,18,51,6,28,3,10,4,21,14,16,3,3,17,68.3875,2026-Day037
2026,37,1304,90,1458,60,H,0,33,61,11,30,13,15,8,27,20,8,4,6,13,22,64,7,32,9,11,8,20,14,10,4,1,18,69.675,2026-Day037
2026,37,1307,81,1433,78,A,0,27,54,8,18,19,22,6,23,11,13,4,5,21,24,62,7,26,23,28,15,18,11,9,9,4,19,70.375,2026-Day037
2026,37,1312,70,1481,64,H,0,21,47,6,24,22,31,3,27,11,11,2,4,17,25,65,3,17,11,19,14,25,8,6,8,1,20,67.875,2026-Day037
2026,37,1323,80,1225,65,H,0,32,61,9,14,7,10,10,26,15,8,2,5,8,23,58,10,24,9,10,6,20,13,6,3,2,12,63.25,2026-Day037
2026,37,1345,85,1278,57,H,0,31,58,8,19,15,22,14,32,22,9,6,6,17,20,56,6,25,11,15,5,17,15,8,3,1,20,64.7875,2026-Day037
2026,37,1356,83,1404,54,H,0,32,56,5,13,14,21,7,26,18,13,12,4,12,19,56,8,32,8,12,9,18,11,18,8,3,18,71.3375,2026-Day037
2026,37,1361,89,1249,71,H,0,29,60,8,18,23,31,10,28,13,13,6,6,19,21,58,14,35,15,20,8,21,13,15,9,5,20,76.1125,2026-Day037
2026,37,1378,81,1158,75,H,0,28,69,9,32,16,23,19,21,15,8,10,8,22,23,62,9,28,20,25,13,23,10,12,6,10,21,70.9,2026-Day037
2026,37,1382,85,1159,77,H,0,31,65,4,19,19,24,13,25,19,12,5,3,18,31,67,5,21,10,19,12,19,17,6,7,4,24,72.7125,2026-Day037
2026,37,1402,86,1380,83,H,0,28,54,7,17,23,31,7,25,16,18,13,4,17,30,63,10,26,13,19,9,17,10,19,13,4,21,80.875,2026-Day037
2026,37,1409,117,1115,84,H,0,36,63,14,28,31,37,9,21,16,10,12,0,17,29,57,8,25,18,21,7,16,16,15,4,2,22,78.275,2026-Day037
2026,37,1430,73,1226,69,H,0,27,56,5,21,14,17,11,25,16,16,10,6,15,24,55,9,23,12,17,8,17,12,13,8,1,13,68.575,2026-Day037
2026,37,1451,64,1282,60,A,0,25,61,5,20,9,18,11,28,12,18,12,1,21,21,59,4,25,14,21,10,25,10,15,8,7,20,75.26249999999999,2026-Day037
2026,37,1463,93,1107,82,N,0,30,62,7,19,26,34,15,30,20,10,3,2,18,32,62,11,23,7,19,3,23,17,7,7,1,27,74.0875,2026-Day037
2026,37,1467,59,1343,56,A,0,18,46,5,19,18,20,3,21,9,5,6,6,16,17,57,5,17,17,21,17,25,8,9,4,2,15,58.2375,2026-Day037
2026,38,1111,67,1187,54,A,0,27,57,5,21,8,12,9,28,9,13,5,5,13,22,62,4,20,6,12,12,14,12,9,9,5,14,65.7,2026-Day038
2026,38,1235,66,1234,62,H,0,22,52,5,15,17,23,7,17,10,8,11,6,11,26,51,7,15,3,5,7,20,15,15,5,3,19,62.65,2026-Day038
2026,38,1281,85,1106,77,H,0,33,51,8,16,11,16,6,16,16,10,3,4,11,28,59,13,26,8,12,7,12,13,7,7,3,16,63.650000000000006,2026-Day038
2026,38,1295,80,1167,69,A,0,24,61,6,25,26,37,20,24,6,12,11,4,14,24,64,4,16,17,21,11,20,8,16,9,7,23,74.775,2026-Day038
2026,38,1393,71,1386,63,H,0,25,53,6,14,15,28,5,25,9,10,7,7,17,20,56,5,26,18,27,12,30,10,13,7,4,22,70.5625,2026-Day038
2026,38,1426,58,1410,50,A,1,22,52,6,23,8,11,9,24,14,12,3,5,11,18,47,6,20,8,11,4,19,12,9,9,2,10,58.725,2026-Day038
2026,38,1439,96,1441,74,H,0,34,64,13,27,15,23,9,23,15,11,8,8,22,24,57,8,20,18,30,13,16,12,14,7,1,20,74.5875,2026-Day038
2026,38,1453,85,1237,75,A,0,25,52,9,21,26,31,7,29,10,11,5,2,19,24,61,7,27,20,26,7,23,13,9,7,2,22,73.0375,2026-Day038
2026,39,1119,63,1420,60,A,0,20,57,7,22,16,20,7,32,8,9,4,2,18,23,58,8,28,6,16,6,29,12,8,5,5,15,68.05,2026-Day039
2026,39,1122,76,1190,75,H,0,25,62,11,33,15,17,9,25,17,11,10,4,11,28,61,8,28,11,14,8,24,17,12,8,8,18,71.86250000000001,2026-Day039
2026,39,1163,71,1400,63,H,0,29,53,6,16,7,13,7,21,23,12,7,5,20,20,53,4,13,19,28,10,18,7,12,8,2,14,66.2375,2026-Day039
2026,39,1270,102,1477,66,H,0,35,63,13,24,19,24,10,28,25,15,14,6,15,25,61,7,28,9,16,9,16,14,21,6,3,16,80.0,2026-Day039
2026,39,1299,82,1271,79,H,0,22,50,7,21,31,38,8,25,14,13,3,4,19,30,67,6,23,13,17,9,18,22,7,8,1,27,73.0625,2026-Day039
2026,39,1462,75,1283,57,H,0,28,65,12,30,7,12,12,24,23,6,8,8,15,21,53,3,14,12,15,8,24,15,13,4,3,13,64.9125,2026-Day039
2026,39,1465,88,1186,83,A,0,30,56,5,15,23,28,13,22,11,15,4,4,27,29,59,7,14,18,27,8,13,12,10,6,4,21,72.5625,2026-Day039
2026,39,1474,102,1354,78,H,0,33,66,14,39,22,29,15,20,24,6,9,9,18,29,68,8,18,12,18,15,20,20,14,3,1,21,73.1625,2026-Day039
2026,40,1112,96,1104,75,N,0,36,84,10,26,14,20,20,28,16,4,10,2,15,25,56,12,32,13,18,3,27,12,15,2,15,16,77.025,2026-Day040
2026,40,1113,82,1365,79,N,0,29,53,10,21,14,19,6,23,20,16,10,5,14,27,64,11,32,14,17,5,16,16,14,11,1,22,76.55000000000001,2026-Day040
2026,40,1116,93,1403,86,N,0,33,63,10,19,17,26,15,20,18,7,6,6,15,35,69,13,31,3,10,11,18,21,7,4,4,17,68.55,2026-Day040
2026,40,1120,92,1151,78,N,0,26,53,11,30,29,37,12,28,17,13,1,3,17,27,59,7,20,17,20,3,15,17,6,10,0,24,71.5375,2026-Day040
2026,40,1125,87,1227,84,H,0,29,50,13,25,16,22,9,18,17,13,4,2,14,29,65,13,32,13,13,13,13,17,8,7,2,20,65.3125,2026-Day040
2026,40,1139,113,1344,110,H,2,38,81,10,28,27,38,17,26,23,7,6,5,13,41,86,14,37,14,18,15,28,21,8,5,6,25,88.3,2026-Day040
2026,40,1140,100,1415,53,H,0,39,66,9,19,13,26,12,32,22,9,11,3,7,22,62,8,25,1,5,5,21,12,16,5,4,20,75.3625,2026-Day040
2026,40,1143,79,1322,70,H,0,25,55,12,26,17,21,6,23,17,11,8,4,15,23,51,11,24,13,15,4,21,13,11,6,1,18,67.55,2026-Day040
2026,40,1145,70,1263,43,A,0,25,56,9,20,11,17,9,28,18,12,9,5,17,16,51,4,19,7,14,7,19,11,16,5,6,13,66.86250000000001,2026-Day040
2026,40,1148,84,1127,67,A,0,33,55,10,21,8,11,5,24,14,10,7,6,18,22,48,5,18,18,24,6,17,9,11,5,2,14,64.8125,2026-Day040
2026,40,1155,70,1273,63,H,0,25,54,8,26,12,16,7,26,9,9,7,1,13,26,54,6,22,5,10,3,21,10,9,5,4,15,64.175,2026-Day040
2026,40,1160,88,1427,64,H,0,34,69,9,23,11,17,15,27,21,11,6,5,14,25,64,6,18,8,16,9,18,14,15,6,5,20,75.3375,2026-Day040
2026,40,1168,105,1176,86,A,0,36,64,16,31,17,23,7,25,21,11,9,4,22,31,68,10,28,14,22,12,21,13,11,3,3,15,78.1875,2026-Day040
2026,40,1169,88,1174,66,A,0,33,65,11,23,11,14,9,25,21,8,11,6,15,21,53,10,30,14,18,8,20,14,14,6,7,8,69.1,2026-Day040
2026,40,1171,77,1131,64,H,0,23,53,12,31,19,26,6,26,17,8,3,2,17,23,62,8,30,10,17,11,23,12,13,6,4,22,69.7125,2026-Day040
2026,40,1172,80,1479,47,H,0,31,51,7,14,11,17,9,29,17,9,7,0,16,18,45,4,13,7,16,3,14,10,8,3,5,18,58.337500000000006,2026-Day040
2026,40,1173,84,1316,61,H,0,34,65,8,29,8,17,12,27,18,9,11,8,15,21,62,8,29,11,16,10,22,9,14,6,1,18,71.8375,2026-Day040
2026,40,1175,81,1255,76,A,0,28,50,8,12,17,25,4,14,15,8,11,3,18,26,53,6,24,18,20,10,20,12,15,5,5,22,66.6875,2026-Day040
2026,40,1177,61,1455,58,A,0,24,47,7,17,6,10,4,20,12,16,5,1,19,20,53,5,17,13,28,13,18,5,10,10,4,12,63.525,2026-Day040
2026,40,1189,85,1296,79,H,0,29,56,3,19,24,33,10,23,12,9,7,2,19,24,58,11,30,20,27,11,21,16,12,5,1,27,71.25,2026-Day040
2026,40,1194,105,1107,79,H,0,38,68,16,35,13,21,8,30,24,13,6,8,20,29,63,9,23,12,20,6,18,12,14,9,4,19,81.7375,2026-Day040
2026,40,1196,80,1203,70,N,0,27,54,6,27,20,33,8,28,19,12,9,5,14,27,65,9,26,7,19,9,21,13,12,8,0,24,75.35,2026-Day040
2026,40,1200,82,1264,53,H,0,36,66,7,22,3,4,14,31,20,11,6,2,14,20,58,4,19,9,9,6,12,11,9,5,2,8,65.0875,2026-Day040
2026,40,1204,91,1480,85,A,0,31,65,11,30,18,23,12,16,11,10,10,4,19,29,63,8,21,19,20,16,23,11,16,7,7,18,73.2125,2026-Day040
2026,40,1206,73,1330,61,H,0,23,56,4,14,23,31,9,24,13,11,9,3,16,22,53,6,16,11,14,5,28,8,16,5,6,19,71.6875,2026-Day040
2026,40,1207,76,1389,68,H,1,24,50,4,16,24,36,10,26,19,14,3,4,24,21,57,7,29,19,29,6,19,11,11,11,5,31,73.4375,2026-Day040
2026,40,1208,84,1153,65,N,0,30,60,4,21,20,26,9,31,18,14,7,6,17,23,65,7,27,12,21,12,21,17,14,8,3,21,77.1625,2026-Day040
2026,40,1209,77,1240,73,H,0,21,52,8,24,27,32,9,25,11,5,1,3,20,28,66,7,22,10,20,13,22,11,4,4,2,23,64.85,2026-Day040
2026,40,1211,82,1417,72,N,0,28,56,6,16,20,32,9,22,13,7,5,1,16,25,51,7,15,15,19,6,21,15,9,5,9,22,66.1125,2026-Day040
2026,40,1213,82,1157,61,H,0,28,76,9,30,17,20,18,32,19,4,2,1,11,25,67,7,22,4,8,10,22,12,4,3,4,21,68.15,2026-Day040
2026,40,1218,66,1431,61,H,0,21,52,6,19,18,22,6,25,10,8,3,3,8,24,60,8,22,5,10,8,26,9,8,3,6,21,64.6,2026-Day040
2026,40,1220,70,1393,69,A,0,26,53,12,18,6,6,8,18,13,9,6,5,15,26,57,8,23,9,16,11,16,15,8,5,9,11,59.225,2026-Day040
2026,40,1222,99,1309,57,H,0,32,59,11,23,24,31,10,20,23,6,11,3,19,17,45,4,14,19,23,10,18,7,18,3,2,24,66.82499999999999,2026-Day040
2026,40,1224,61,1214,57,N,0,19,47,2,12,21,33,5,29,11,11,7,5,27,13,50,1,21,30,43,12,26,3,12,7,3,22,69.55,2026-Day040
2026,40,1242,77,1301,76,A,1,30,70,11,30,6,10,8,33,17,8,4,3,12,28,74,9,34,11,15,11,29,16,7,7,2,14,75.9375,2026-Day040
2026,40,1243,83,1166,76,A,0,29,68,12,28,13,15,13,24,14,7,5,4,16,25,63,12,32,14,15,11,24,15,6,4,7,13,67.125,2026-Day040
2026,40,1246,72,1231,60,H,0,22,58,3,15,25,38,14,19,10,3,13,4,18,15,44,4,24,26,29,7,26,8,17,2,3,24,66.4125,2026-Day040
2026,40,1254,70,1247,60,H,0,23,48,8,17,16,24,7,19,13,15,14,7,14,25,61,5,14,5,10,15,18,12,18,7,3,19,68.075,2026-Day040
2026,40,1256,65,1418,44,H,0,22,49,5,17,16,19,10,25,10,12,5,2,11,15,50,7,23,7,13,11,14,9,14,8,2,18,59.599999999999994,2026-Day040
2026,40,1257,99,1272,73,H,0,30,54,18,35,21,25,8,24,24,13,4,3,19,28,68,3,11,14,20,14,16,8,9,8,2,20,71.6875,2026-Day040
2026,40,1261,89,1374,77,N,0,36,58,7,15,10,12,10,19,17,11,7,4,18,30,61,7,19,10,17,15,13,10,10,6,1,15,64.3875,2026-Day040
2026,40,1265,82,1136,74,A,0,28,55,6,16,20,21,7,22,15,10,11,0,15,26,52,11,31,11,16,4,16,14,15,8,2,17,69.2875,2026-Day040
2026,40,1267,76,1460,74,H,0,28,57,7,24,13,16,11,21,14,10,3,12,9,29,73,12,29,4,6,17,17,14,5,8,5,16,63.725,2026-Day040
2026,40,1269,103,1199,95,N,0,38,71,12,22,15,21,11,20,23,13,8,1,20,32,72,12,41,19,23,13,23,19,12,7,4,20,82.44999999999999,2026-Day040
2026,40,1274,104,1419,79,H,0,42,70,11,25,9,17,13,29,28,8,7,2,16,28,63,15,32,8,14,9,16,15,10,2,5,14,71.86250000000001,2026-Day040
2026,40,1275,79,1184,69,A,0,33,61,10,25,3,9,6,24,20,9,11,4,17,21,62,10,32,17,22,18,22,11,14,6,6,11,68.36250000000001,2026-Day040
2026,40,1276,101,1268,83,A,0,35,58,12,19,19,22,5,20,28,9,6,8,16,30,61,14,27,9,13,9,18,9,12,3,3,17,71.3125,2026-Day040
2026,40,1277,76,1336,72,A,0,24,52,10,18,18,21,8,27,14,16,6,3,13,28,66,8,29,8,9,8,18,14,8,10,4,18,70.125,2026-Day040
2026,40,1279,71,1379,67,N,0,24,49,5,17,18,26,4,22,10,7,10,4,19,25,54,4,16,13,20,7,23,10,13,4,1,21,66.925,2026-Day040
2026,40,1280,82,1428,74,N,0,33,65,10,25,6,9,5,22,14,8,10,3,15,24,53,8,23,18,24,6,21,11,13,6,5,11,71.8375,2026-Day040
2026,40,1288,81,1310,73,H,0,27,44,9,20,18,21,6,23,13,23,4,3,22,26,53,7,21,14,19,3,5,16,9,10,2,20,69.5,2026-Day040
2026,40,1291,81,1259,73,A,0,28,54,8,22,17,24,8,30,18,17,9,5,17,24,65,13,39,12,17,9,17,18,11,12,2,17,74.73750000000001,2026-Day040
2026,40,1293,115,1103,100,N,0,40,69,18,32,17,25,14,23,23,16,1,7,26,37,76,7,18,19,25,11,18,19,7,6,3,23,83.375,2026-Day040
2026,40,1295,99,1179,94,A,0,33,62,19,33,14,22,5,19,23,5,9,0,17,27,52,14,27,26,29,5,24,22,13,2,2,16,73.11250000000001,2026-Day040
2026,40,1297,80,1468,76,A,0,32,63,8,25,8,17,9,19,17,10,14,2,16,27,54,9,23,13,13,5,23,19,17,4,3,15,72.125,2026-Day040
2026,40,1304,83,1228,80,A,0,32,62,12,26,7,8,8,18,20,6,6,2,21,28,58,10,29,14,20,9,21,18,8,2,4,9,65.15,2026-Day040
2026,40,1305,78,1182,75,H,0,25,56,4,10,24,32,10,19,12,8,9,5,17,23,59,11,33,18,20,11,22,16,12,6,3,24,69.35,2026-Day040
2026,40,1314,80,1367,62,H,0,28,55,10,23,14,22,7,29,20,6,5,3,5,25,66,10,27,2,3,9,20,12,7,2,2,15,64.9375,2026-Day040
2026,40,1320,75,1324,63,H,0,26,58,7,21,16,27,8,27,19,7,12,5,15,23,58,5,18,12,19,8,28,14,17,6,1,20,72.92500000000001,2026-Day040
